23/02/2016;450;A;PYG;0,00069510;0,00069730;5691,10000000;5707,88000000
23/02/2016;460;A;UAH;0,14530000;0,14590000;27,20000000;27,30000000
23/02/2016;470;A;JPY;0,03540000;0,03542000;112,05000000;112,10000000
23/02/2016;482;A;GEL;1,58900000;1,60860000;2,46700000;2,49700000
23/02/2016;490;A;ALL;0,03165000;0,03185000;124,60000000;125,35000000
23/02/2016;495;A;HNL;0,17520000;0,17600000;22,55000000;22,65000000
23/02/2016;500;A;SLL;0,00095960;0,00098350;4035,00000000;4135,00000000
23/02/2016;503;A;MDL;0,19760000;0,19860000;19,98500000;20,08500000
23/02/2016;506;A;RON;0,97770000;0,97940000;4,05200000;4,05850000
23/02/2016;510;A;BGN;2,23640000;2,23700000;1,77400000;1,77420000
23/02/2016;530;B;GIP;5,58980000;5,59150000;1,40880000;1,40900000
23/02/2016;535;A;EGP;0,50670000;0,50680000;7,83000000;7,83010000
23/02/2016;540;B;GBP;5,59660000;5,59820000;1,41050000;1,41070000
23/02/2016;545;B;FKP;5,74930000;5,75420000;1,44900000;1,45000000
23/02/2016;560;A;LBP;0,00262400;0,00263300;1507,00000000;1512,00000000
23/02/2016;570;B;SHP;5,66400000;5,67280000;1,42750000;1,42950000
23/02/2016;575;A;SYP;0,01800000;0,01805000;219,80000000;220,40000000
23/02/2016;585;A;SZL;0,26000000;0,26080000;15,21840000;15,26180000
23/02/2016;603;A;LSL;0,25690000;0,25780000;15,39250000;15,44250000
23/02/2016;608;A;TMT;1,15090000;1,18550000;3,34750000;3,44750000
23/02/2016;622;A;MZN;0,08208000;0,08243000;48,14000000;48,34000000
23/02/2016;625;A;ERN;0,25600000;0,26460000;15,00000000;15,50000000
23/02/2016;630;A;NGN;0,01993000;0,01994000;199,00000000;199,10000000
23/02/2016;635;A;AOA;0,02488000;0,02509000;158,15000000;159,50000000
23/02/2016;640;A;TWD;0,11920000;0,11930000;33,27300000;33,29300000
23/02/2016;642;A;TRY;1,34910000;1,35030000;2,93900000;2,94100000
23/02/2016;660;A;PEN;1,12370000;1,12450000;3,52910000;3,53090000
23/02/2016;665;A;BTN;0,05785000;0,05786000;68,58250000;68,59250000
23/02/2016;670;A;MRO;0,01143000;0,01171000;339,00000000;347,00000000
23/02/2016;680;B;TOP;1,71090000;1,82860000;0,43120000;0,46080000
23/02/2016;685;A;MOP;0,49510000;0,49610000;7,99900000;8,01400000
23/02/2016;706;A;ARS;0,25600000;0,25620000;15,49000000;15,50000000
23/02/2016;715;A;CLP;0,00569400;0,00570200;695,94000000;696,80000000
23/02/2016;720;A;COP;0,00119200;0,00119300;3327,10000000;3329,91000000
23/02/2016;725;A;CUP;3,96780000;3,96840000;1,00000000;1,00000000
23/02/2016;730;A;DOP;0,08734000;0,08803000;45,08000000;45,43000000
23/02/2016;735;A;PHP;0,08323000;0,08328000;47,65200000;47,67200000
23/02/2016;741;A;MXN;0,21810000;0,21820000;18,19020000;18,19430000
23/02/2016;745;A;UYU;0,12410000;0,12430000;31,93000000;31,98000000
23/02/2016;755;B;BWP;0,35710000;0,36510000;0,09000000;0,09200000
23/02/2016;760;A;MWK;0,00528100;0,00531700;746,39000000;751,39000000
23/02/2016;766;A;ZMW;0,34820000;0,34890000;11,37500000;11,39500000
23/02/2016;770;A;GTQ;0,51680000;0,51710000;7,67400000;7,67700000
23/02/2016;775;A;MMK;0,00318700;0,00321900;1233,00000000;1245,00000000
23/02/2016;778;B;PGK;1,28440000;1,33740000;0,32370000;0,33700000
23/02/2016;779;A;HRK;0,57320000;0,57350000;6,91940000;6,92180000
23/02/2016;780;A;LAK;0,00048690;0,00048950;8106,77000000;8148,81000000
23/02/2016;785;A;ZAR;0,26040000;0,26050000;15,23150000;15,23650000
23/02/2016;795;A;CNY;0,60780000;0,60810000;6,52630000;6,52790000
23/02/2016;796;A;CNH;0,60720000;0,60730000;6,53410000;6,53500000
23/02/2016;800;A;QAR;1,08950000;1,08990000;3,64110000;3,64170000
23/02/2016;805;A;OMR;10,29530000;10,31560000;0,38470000;0,38540000
23/02/2016;810;A;YER;0,01843000;0,01849000;214,66000000;215,34000000
23/02/2016;815;A;IRR;0,00013140;0,00013140;30190,00000000;30195,00000000
23/02/2016;820;A;SAR;1,05770000;1,05840000;3,74940000;3,75140000
23/02/2016;825;A;KHR;0,00097610;0,00098330;4035,71280000;4065,00000000
23/02/2016;828;A;MYR;0,94400000;0,94530000;4,19800000;4,20300000
23/02/2016;829;A;BYR;0,00018310;0,00018400;21570,00000000;21670,00000000
23/02/2016;830;A;RUB;0,05193000;0,05203000;76,26500000;76,40500000
23/02/2016;835;A;TJS;0,50440000;0,50510000;7,85600000;7,86600000
23/02/2016;840;A;MUR;0,11100000;0,11190000;35,45000000;35,75000000
23/02/2016;845;A;NPR;0,03591000;0,03624000;109,50000000;110,50000000
23/02/2016;850;A;SCR;0,28100000;0,28610000;13,87050000;14,12050000
23/02/2016;855;A;LKR;0,02740000;0,02769000;143,32000000;144,82000000
23/02/2016;860;A;INR;0,05785000;0,05788000;68,56320000;68,58320000
23/02/2016;865;A;IDR;0,00029540;0,00029570;13420,00000000;13430,00000000
23/02/2016;870;A;MVR;0,25350000;0,26560000;14,94000000;15,65000000
23/02/2016;875;A;PKR;0,03780000;0,03792000;104,66000000;104,96000000
23/02/2016;880;A;ILS;1,01390000;1,01600000;3,90600000;3,91350000
23/02/2016;892;A;KGS;0,05266000;0,05288000;75,04850000;75,34850000
23/02/2016;893;A;UZS;0,00139100;0,00139600;2843,00000000;2853,00000000
23/02/2016;905;A;BDT;0,05047000;0,05064000;78,37000000;78,62000000
23/02/2016;912;B;WST;1,48400000;1,57310000;0,37400000;0,39640000
23/02/2016;913;A;KZT;0,01135000;0,01137000;349,00000000;349,52000000
23/02/2016;915;A;MNT;0,00195100;0,00196100;2024,00000000;2034,00000000
23/02/2016;920;A;VUV;0,03509000;0,03573000;111,08000000;113,08000000
23/02/2016;930;A;KRW;0,00322000;0,00322600;1230,24000000;1232,24000000
23/02/2016;946;A;TZS;0,00180900;0,00181700;2184,00000000;2194,00000000
23/02/2016;950;A;KES;0,03894000;0,03902000;101,70000000;101,90000000
23/02/2016;955;A;UGX;0,00116400;0,00116700;3400,00000000;3410,00000000
23/02/2016;960;A;SOS;0,00642000;0,00649500;611,00000000;618,00000000
23/02/2016;975;A;PLN;0,99870000;1,00010000;3,96800000;3,97300000
23/02/2016;978;B;EUR;4,37330000;4,37560000;1,10220000;1,10260000
23/02/2016;998;A;XAU;156,21260000;156,23620000;0,02540000;0,02540000
